gene,value
BID,5517
BIK,405
BIN1,10359
BIN2,8251
BIN3,6725
BIRC2,7933
BIRC3,35212
BIRC5,6043
BIRC6,19705
BIRC7,72
BIVM,1478
BIVM-ERCC5,0
BLACAT1,1692
BLCAP,28426
BLID,1
BLK,8143
BLM,2593
BLMH,7664
BLNK,9368
BLOC1S1,1144
BLOC1S2,6843
BLOC1S3,3084
BLOC1S4,2772
BLOC1S5,2026
BLOC1S5-TXNDC5,0
BLOC1S6,8923
BLVRA,8907
BLVRB,17371
BLZF1,5962
BMERB1,1077
BMF,7464
BMI1,3751
BMP1,6847
BMP10,12
BMP15,0
BMP2,5727
BMP2K,10822
BMP3,1413
BMP4,783
BMP5,352
BMP6,2063
BMP7,7770
BMP8A,302
BMP8B,1064
BMPER,236
BMPR1A,3048
BMPR1B,46
BMPR2,10824
BMS1,13088
BMT2,2405
BMX,348
BNC1,7346
BNC2,983
BNIP1,2132
BNIP2,14667
BNIP3,4305
BNIP3L,20518
BNIP5,12
BNIPL,10028
BOC,5873
BOD1,6120
BOD1L1,16891
BOD1L2,0
BOK,2880
BOLA1,1883
BOLA2,0
BOLA2-SMG1P6,54
BOLA2B,558
BOLA3,2997
BOLL,4
BOP1,11329
BORA,1630
BORCS5,2467
BORCS6,4083
BORCS7,1708
BORCS7-ASMT,0
BORCS8,1976
BORCS8-MEF2B,15
BPGM,5785
BPHL,2509
BPI,25
BPIFA1,1
BPIFA2,0
BPIFA3,0
BPIFB1,35
BPIFB2,10
BPIFB3,4
BPIFB4,13
BPIFB6,0
BPIFC,149
BPNT1,5462
BPNT2,20864
BPTF,18360
BPY2,0
BPY2B,0
BPY2C,0
BRAF,5636
BRAP,5190
BRAT1,10618
BRCA1,3663
BRCA2,3656
BRCC3,4797
BRD1,13277
BRD2,64578
BRD3,11110
BRD3OS,2564
BRD4,27083
BRD7,13904
BRD8,12973
BRD9,10377
BRDT,5
BRF1,7729
BRF2,3356
BRI3,8388
BRI3BP,10707
BRICD5,549
BRINP1,172
BRINP2,4
BRINP3,15
BRIP1,3214
BRIX1,6287
BRK1,24174
BRME1,2838
BRMS1,9718
BRMS1L,2078
BROX,7817
BRPF1,7296
BRPF3,8473
BRS3,0
BRSK1,710
BRSK2,72
BRWD1,15816
BRWD3,7365
BSCL2,515
BSDC1,16947
BSG,60559
BSN,299
BSND,9
BSPH1,0
BSPRY,3603
BST1,756
BST2,39190
BSX,0
BTAF1,16305
BTBD1,11049
BTBD10,7746
BTBD11,6563
BTBD16,26
BTBD17,4
BTBD18,1
BTBD19,1260
BTBD2,18567
BTBD3,8776
BTBD6,10400
BTBD7,8770
BTBD8,538
BTBD9,4901
BTC,753
BTD,3740
BTF3,74118
BTF3L4,7977
BTG1,67713
BTG2,45288
BTG3,6807
BTG4,9
BTK,6370
BTLA,1536
BTN1A1,53
BTN2A1,8190
BTN2A2,7206
BTN3A1,23106
BTN3A2,13070
BTN3A3,12027
BTNL2,15
BTNL3,2
BTNL8,83
BTNL9,26960
BTRC,4135
BUB1,4202
BUB1B,3569
BUB1B-PAK6,1
BUB3,17747
BUD13,3674
BUD23,13798
BUD31,9966
BVES,213
BYSL,3582
BZW1,32030
BZW2,10004
C10orf105,72
C10orf120,0
C10orf143,755
C10orf53,4
C10orf62,1
C10orf67,7
C10orf71,58
C10orf82,10
C10orf88,1833
C10orf90,36
C10orf95,123
C10orf99,6743
C11orf1,1497
C11orf16,3256
C11orf21,1007
C11orf24,5834
C11orf42,0
C11orf45,639
C11orf49,2851
C11orf52,0
C11orf53,225
C11orf54,2253
C11orf58,26221
C11orf65,82
C11orf68,6819
C11orf71,1239
C11orf80,3799
C11orf86,5
C11orf87,6
C11orf91,50
C11orf94,43
C11orf96,3426
C11orf97,1
C11orf98,26
C12orf29,4621
C12orf4,4149
C12orf40,24
C12orf42,215
C12orf43,3364
C12orf50,9
C12orf54,491
C12orf56,905
C12orf57,12388
C12orf60,202
C12orf71,0
C12orf73,1080
C12orf75,2851
C12orf76,1634
C13orf42,7
C13orf46,82
C14orf119,8620
C14orf132,2237
C14orf180,8
C14orf28,910
C14orf39,401
C14orf93,2129
C15orf39,10405
C15orf40,4224
C15orf48,5922
C15orf61,1239
C15orf62,4870
C15orf65,230
C16orf46,3
C16orf54,5075
C16orf72,12648
C16orf74,671
C16orf78,0
C16orf82,0
C16orf86,555
C16orf87,1426
C16orf89,417
C16orf90,0
C16orf91,2050
C16orf92,0
C16orf95,74
C16orf96,46
C17orf100,513
C17orf107,704
C17orf113,616
C17orf114,32
C17orf49,317
C17orf50,0
C17orf58,2276
C17orf64,4
C17orf67,548
C17orf75,3539
C17orf78,0
C17orf80,4478
C17orf97,1869
C17orf98,1
C17orf99,170
C18orf21,2242
C18orf25,11147
C18orf32,1028
C18orf54,1353
C18orf63,0
C19orf12,5296
C19orf18,112
C19orf25,5247
C19orf33,87
C19orf38,659
C19orf44,1081
C19orf47,5415
C19orf53,9275
C19orf54,3486
C19orf67,6
C19orf71,558
C19orf73,202
C19orf81,2
C19orf84,16
C19orf85,0
C1D,3020
C1GALT1,5047
C1GALT1C1,3767
C1GALT1C1L,43
C1QA,47432
C1QB,42398
C1QBP,14415
C1QC,39190
C1QL1,71
C1QL2,59
C1QL3,13
C1QL4,30
C1QTNF1,5493
C1QTNF12,165
C1QTNF2,217
C1QTNF3,656
C1QTNF3-AMACR,17
C1QTNF4,557
C1QTNF5,3
C1QTNF6,2841
C1QTNF7,359
C1QTNF8,5
C1QTNF9,1
C1QTNF9B,16
C1R,50135
C1RL,10401
C1S,81760
C1orf100,0
C1orf105,1
C1orf109,3473
C1orf112,2072
C1orf115,3120
C1orf116,28356
C1orf122,5705
C1orf127,82
C1orf131,2825
C1orf141,1
C1orf146,0
C1orf158,10
C1orf159,4734
C1orf162,3200
C1orf167,255
C1orf174,5298
C1orf185,24
C1orf189,34
C1orf194,16
C1orf198,9040
C1orf21,6642
C1orf210,1166
C1orf216,2594
C1orf226,1280
C1orf232,0
C1orf35,5730
C1orf43,24660
C1orf50,1082
C1orf52,2864
C1orf53,349
C1orf54,1600
C1orf56,371
C1orf68,25
C1orf74,3771
C1orf87,32
C1orf94,10
C2,2932
C20orf141,0
C20orf144,43
C20orf173,1
C20orf202,31
C20orf203,21
C20orf204,930
C20orf27,7576
C20orf85,55
C20orf96,3317
C21orf58,1720
C21orf62,1
C21orf91,5504
C22orf15,56
C22orf23,18
C22orf31,19
C22orf39,3549
C22orf42,1
C2CD2,7199
C2CD2L,5382
C2CD3,6412
C2CD4A,414
C2CD4B,773
C2CD4C,177
C2CD4D,126
C2CD5,9685
C2CD6,136
C2orf15,300
C2orf16,17
C2orf42,1922
C2orf49,4388
C2orf50,85
C2orf66,166
C2orf68,8655
C2orf69,2676
C2orf72,45
C2orf73,3
C2orf74,87
C2orf76,1313
C2orf78,1
C2orf80,1
C2orf81,67
C2orf88,748
C2orf92,750
C3,106458
C3AR1,2727
C3orf14,2551
C3orf18,1256
C3orf20,27
C3orf22,0
C3orf33,58
C3orf38,4643
C3orf49,0
C3orf52,1127
C3orf56,0
C3orf62,1962
C3orf70,824
C3orf80,142
C3orf84,6
C3orf85,0
C4A,3771
C4B,4652
C4BPA,66
C4BPB,61
C4orf17,0
C4orf19,949
C4orf3,28147
C4orf33,1597
C4orf36,23
C4orf45,0
C4orf46,2417
C4orf47,75
C4orf48,500
C4orf50,180
C4orf51,48
C4orf54,69
C5,1288
C5AR1,2655
C5AR2,2800
C5orf15,11502
C5orf22,4079
C5orf24,8831
C5orf34,634
C5orf46,10
C5orf47,6
C5orf49,74
C5orf51,7299
C5orf52,2
C5orf58,0
C5orf63,1329
C6,28
C6orf118,10
C6orf120,3931
C6orf132,33164
C6orf136,3342
C6orf141,882
C6orf15,210
C6orf163,158
C6orf226,816
C6orf47,8900
C6orf52,114
C6orf58,3
C6orf62,24321
C6orf89,19740
C7,3464
C7orf25,17
C7orf26,6283
C7orf31,1064
C7orf33,0
C7orf50,9645
C7orf57,110
C7orf61,57
C8A,0
C8B,13
C8G,4246
C8orf33,10586
C8orf34,42
C8orf44-SGK3,4
C8orf48,32
C8orf58,1307
C8orf74,0
C8orf76,618
C8orf82,5157
C8orf88,500
C8orf89,16
C9,4
C9orf116,364
C9orf131,0
C9orf135,2
C9orf152,386
C9orf153,14
C9orf24,90
C9orf40,2002
C9orf43,114
C9orf50,9
C9orf57,2
C9orf64,3000
C9orf72,4450
C9orf78,14734
C9orf85,2184
CA1,1
CA10,9
CA11,2185
CA12,13357
CA13,1920
CA14,12
CA2,5153
CA3,517
CA4,177
CA5A,8
CA5B,2584
CA6,2
CA7,4
CA8,109
CA9,2873
CAAP1,3864
CAB39,19627
CAB39L,2277
CABCOCO1,45
CABIN1,16481
CABLES1,1661
CABLES2,2815
CABP1,81
CABP2,3
CABP4,231
CABP5,1
CABP7,71
CABS1,5
CABYR,1174
CACFD1,2791
CACHD1,3226
CACNA1A,467
CACNA1B,2404
CACNA1C,1122
CACNA1D,472
CACNA1E,240
CACNA1F,348
CACNA1G,158
CACNA1H,870
CACNA1I,511
CACNA1S,67
CACNA2D1,3150
CACNA2D2,526
CACNA2D3,1134
CACNA2D4,643
CACNB1,2266
CACNB2,80
CACNB3,2851
CACNB4,454
CACNG1,1
CACNG2,1
CACNG3,12
CACNG4,40
CACNG5,1
CACNG6,11
CACNG7,0
CACNG8,36
CACTIN,9369
CACUL1,11702
CACYBP,10188
CAD,11826
CADM1,5303
CADM2,48
CADM3,2628
CADM4,4906
CADPS,103
CADPS2,3165
CAGE1,46
CALB1,360
CALB2,1188
CALCA,1
CALCB,3
CALCOCO1,18066
CALCOCO2,19257
CALCR,11
CALCRL,4652
CALD1,16172
CALHM1,38
CALHM2,4267
CALHM3,0
CALHM4,0
CALHM5,878
CALHM6,1394
CALM1,70851
CALM2,32971
CALM3,45964
CALML3,149800
CALML4,92
CALML5,12728
CALML6,331
CALN1,6
CALR,126969
CALR3,5
CALU,18705
CALY,69
CAMK1,1514
CAMK1D,11090
CAMK1G,95
CAMK2A,57
CAMK2B,262
CAMK2D,8309
CAMK2G,9507
CAMK2N1,3712
CAMK2N2,162
CAMK4,2330
CAMKK1,4205
CAMKK2,10878
CAMKMT,794
CAMKV,26
CAMLG,6361
CAMP,116
CAMSAP1,16633
CAMSAP2,7038
CAMSAP3,7595
CAMTA1,3951
CAMTA2,11497
CAND1,21949
CAND2,598
CANT1,13608
CANX,97147
CAP1,65094
CAP2,453
CAPG,44459
CAPN1,76499
CAPN10,5073
CAPN11,56
CAPN12,2058
CAPN13,453
CAPN14,18686
CAPN15,16637
CAPN2,43012
CAPN3,1488
CAPN5,6836
CAPN6,623
CAPN7,8181
CAPN8,166
CAPN9,53
CAPNS1,64535
CAPNS2,6116
CAPRIN1,42640
CAPRIN2,3947
CAPS,3259
CAPS2,754
CAPSL,217
CAPZA1,35884
CAPZA2,12669
CAPZA3,5
CAPZB,48593
CARD10,2661
CARD11,9992
CARD14,3986
CARD16,2281
CARD18,17
CARD19,4318
CARD6,3577
CARD8,12692
CARD9,1975
CARF,2614
CARHSP1,18303
CARM1,16343
CARMIL1,4853
CARMIL2,8160
CARMIL3,1892
CARNMT1,3372
CARNS1,808
CARS1,10847
CARS2,8073
CARTPT,6
CASC3,20739
CASD1,2780
CASK,7344
CASKIN1,426
CASKIN2,5763
CASP1,9620
CASP10,6726
CASP14,23
CASP2,11429
CASP3,11573
CASP4,17368
CASP5,246
CASP6,3039
CASP7,9137
CASP8,10799
CASP8AP2,3525
CASP9,3012
CASQ1,330
CASQ2,225
CASR,42
CASS4,1046
CAST,68433
CASTOR1,175
CASTOR2,3474
CASZ1,11419
CAT,8545
CATIP,12
CATSPER1,44
CATSPER2,1799
CATSPER3,46
CATSPER4,35
CATSPERB,440
CATSPERD,2
CATSPERE,130
CATSPERG,516
CATSPERZ,1
CAV1,10714
CAV2,7143
CAV3,5
CAVIN1,36597
CAVIN2,3107
CAVIN3,2420
CAVIN4,107
CBARP,379
CBFA2T2,12911
CBFA2T3,4771
CBFB,7271
CBL,8856
CBLB,7146
CBLC,7365
CBLIF,0
CBLL1,5185
CBLL2,0
CBLN1,371
CBLN2,8174
CBLN3,2379
CBLN4,5
CBR1,12731
CBR3,10690
CBR4,5151
CBS,460
CBSL,166
CBWD1,5247
CBWD2,4249
CBWD3,1006
CBWD5,2484
CBWD6,1313
CBX1,9905
CBX2,2282
CBX3,24702
CBX4,11276
CBX5,21221
CBX6,20445
CBX7,13543
CBX8,1937
CBY1,2682
CBY2,19
CBY3,10
CC2D1A,14589
CC2D1B,10939
CC2D2A,1555
CC2D2B,134
CCAR1,17625
CCAR2,33328
CCBE1,221
CCDC102A,1953
CCDC102B,699
CCDC103,15
CCDC105,0
CCDC106,5225
CCDC107,4142
CCDC110,165
CCDC112,1747
CCDC113,573
CCDC115,8495
CCDC116,55
CCDC117,6193
CCDC12,8252
CCDC120,7616
CCDC121,576
CCDC122,461
CCDC124,11382
CCDC125,3921
CCDC126,1135
CCDC127,3114
CCDC13,16
CCDC134,4092
CCDC136,553
CCDC137,8397
CCDC138,1558
CCDC14,10250
CCDC141,302
CCDC142,2441
CCDC144A,1174
CCDC146,1881
CCDC148,92
CCDC149,2004
CCDC15,671
CCDC150,1133
CCDC152,286
CCDC153,226
CCDC154,631
CCDC157,999
CCDC158,25
CCDC159,3455
CCDC160,102
CCDC163,339
CCDC166,26
CCDC167,2628
CCDC168,14
CCDC169,29
CCDC169-SOHLH2,0
CCDC17,602
CCDC170,450
CCDC171,683
CCDC172,0
CCDC173,70
CCDC174,4728
CCDC175,0
CCDC177,159
CCDC178,44
CCDC179,0
CCDC18,1454
CCDC180,446
CCDC181,26
CCDC182,0
CCDC183,175
CCDC184,111
CCDC185,19
CCDC186,7471
CCDC187,214
CCDC188,113
CCDC189,806
CCDC190,1619
CCDC191,2092
CCDC192,4
CCDC194,44
CCDC195,1
CCDC196,0
CCDC197,15
CCDC198,0
CCDC200,19
CCDC201,5
CCDC22,5111
CCDC24,2043
CCDC25,10890
CCDC27,1
CCDC28A,2417
CCDC28B,1295
CCDC3,3180
CCDC30,358
CCDC32,4188
CCDC33,150
CCDC34,2875
CCDC38,12
CCDC39,1
CCDC40,897
CCDC42,15
CCDC43,4210
CCDC47,19352
CCDC50,12884
CCDC51,3271
CCDC54,0
CCDC57,8295
CCDC59,3723
CCDC6,13371
CCDC60,725
CCDC61,3734
CCDC62,96
CCDC63,15
CCDC65,186
CCDC66,3495
CCDC68,546
CCDC69,14218
CCDC7,693
CCDC70,0
CCDC71,4172
CCDC71L,5774
CCDC73,52
CCDC74A,445
CCDC74B,66
CCDC77,2722
CCDC78,842
CCDC8,1232
CCDC80,19959
CCDC81,32
CCDC82,4157
CCDC83,0
CCDC85A,51
CCDC85B,7521
CCDC85C,14967
CCDC86,4128
CCDC87,78
CCDC88A,6259
CCDC88B,23047
CCDC88C,25059
CCDC89,35
CCDC9,9923
CCDC90B,5633
CCDC91,3352
CCDC92,4803
CCDC92B,130
CCDC93,14556
CCDC96,480
CCDC97,16195
CCDC9B,4187
CCER1,0
CCER2,114
CCHCR1,6564
CCIN,2
CCK,9
CCKAR,363
CCKBR,0
CCL1,55
CCL11,96
CCL13,1364
CCL14,148
CCL15,0
CCL15-CCL14,0
CCL16,17
CCL17,596
CCL18,41185
CCL19,46378
CCL2,11692
CCL20,8147
CCL21,37666
CCL22,5315
CCL23,86
CCL24,1298
CCL25,198
CCL26,63
CCL27,0
CCL28,1759
CCL3,3665
CCL3L3,1206
CCL4,7334
CCL4L2,2781
CCL5,35885
CCL7,95
CCL8,1108
CCM2,13610
CCM2L,775
CCN1,22894
CCN2,10030
CCN3,1812
CCN4,1361
CCN5,282
CCN6,47
CCNA1,123
CCNA2,5217
CCNB1,10819
CCNB1IP1,4346
CCNB2,4824
CCNB3,182
CCNC,8453
CCND1,36638
CCND2,12893
CCND3,14517
CCNDBP1,10893
CCNE1,1523
CCNE2,3510
CCNF,9340
CCNG1,10100
CCNG2,12155
CCNH,5211
CCNI,52947
CCNI2,708
CCNJ,1454
CCNJL,1524
CCNK,12982
CCNL1,24001
CCNL2,45328
CCNO,2202
CCNP,73
CCNQ,3123
CCNT1,8179
CCNT2,8854
CCNY,11266
CCNYL1,6281
CCP110,3744
CCPG1,1865
CCR1,3554
CCR10,185
CCR2,2027
CCR3,76
CCR4,3743
CCR5,10826
CCR6,119
CCR7,12318
CCR8,516
CCR9,39
CCRL2,1288
CCS,7199
CCSAP,3095
CCSER1,470
CCSER2,7378
CCT2,22280
CCT3,35334
CCT4,26922
CCT5,31978
CCT6A,34095
CCT6B,532
CCT7,34267
CCT8,28878
CCT8L2,0
CCZ1,5374
CCZ1B,4411
CD101,1870
CD109,5834
CD14,15269
CD151,16320
CD160,140
CD163,6736
CD163L1,1720
CD164,26862
CD164L2,774
CD177,6868
CD180,3382
CD19,10981
CD1A,1138
CD1B,144
CD1C,1942
CD1D,871
CD1E,439
CD2,20397
CD200,2899
CD200R1,1168
CD200R1L,16
CD207,1482
CD209,1431
CD22,14685
CD226,2067
CD24,111781
CD244,1249
CD247,7904
CD248,4032
CD27,14611
CD274,7955
CD276,7961
CD28,5637
CD2AP,7224
CD2BP2,15732
CD300A,3657
CD300C,569
CD300E,908
CD300LB,92
CD300LD,17
CD300LF,2573
CD300LG,48
CD302,2212
CD320,4444
CD33,740
CD34,9910
CD36,1379
CD37,30845
CD38,6769
CD3D,10370
CD3E,23708
CD3G,5654
CD4,19904
CD40,10206
CD40LG,1290
CD44,91083
CD46,49966
CD47,28815
CD48,16607
CD5,8359
CD52,19251
CD53,27403
CD55,8600
CD58,3196
CD59,41672
CD5L,15
CD6,15695
CD63,59545
CD68,32
CD69,8551
CD7,13166
CD70,435
CD72,4178
CD74,823683
CD79A,30183
CD79B,4253
CD80,1695
CD81,53081
CD82,33378
CD83,12617
CD84,9800
CD86,5448
CD8A,26581
CD8B,5101
CD8B2,405
CD9,108024
CD93,5233
CD96,8717
CD99,43808
CD99L2,6393
CDA,3868
CDADC1,1084
CDAN1,4232
CDC123,10080
CDC14A,1776
CDC14B,3265
CDC14C,3
CDC16,11377
CDC20,7835
CDC20B,565
CDC23,9094
CDC25A,1924
CDC25B,25243
CDC25C,1246
CDC26,2873
CDC27,9664
CDC34,6894
CDC37,45874
CDC37L1,3700
CDC40,4407
CDC42,53270
CDC42BPA,3845
CDC42BPB,28829
CDC42BPG,13211
CDC42EP1,12884
CDC42EP2,24
CDC42EP3,5480
CDC42EP4,56416
CDC42EP5,2376
CDC42SE1,44030
CDC42SE2,24064
CDC45,2147
CDC5L,8465
CDC6,3813
CDC7,3223
CDC73,6875
CDCA2,4114
CDCA3,2966
CDCA4,7454
CDCA5,3874
CDCA7,5921
CDCA7L,5513
CDCA8,3825
CDCP1,16239
CDCP2,1
CDH1,44899
CDH10,8
CDH11,3653
CDH12,11
CDH13,2487
CDH15,48
CDH16,261
CDH17,393
CDH18,1
CDH19,156
CDH2,244
CDH20,50
CDH22,82
CDH23,1846
CDH24,6087
CDH26,1702
CDH3,48597
CDH4,44
CDH5,6140
CDH6,458
CDH7,76
CDH8,17
CDH9,1
CDHR1,2657
CDHR2,126
CDHR3,523
CDHR4,86
CDHR5,34
CDIN1,2024
CDIP1,8459
CDIPT,10374
CDK1,10533
CDK10,14290
CDK11A,501
CDK11B,10570
CDK12,15751
CDK13,13369
CDK14,2793
CDK15,142
CDK16,16308
CDK17,6939
CDK18,5490
CDK19,4610
CDK2,9315
CDK20,951
CDK2AP1,11866
CDK2AP2,10994
CDK3,133
CDK4,16755
CDK5,2515
CDK5R1,3974
CDK5R2,1
CDK5RAP1,7677
CDK5RAP2,15962
CDK5RAP3,4662
CDK6,7151
CDK7,5636
CDK8,2449
CDK9,13691
CDKAL1,3725
CDKL1,1188
CDKL2,234
CDKL3,143
CDKL4,45
CDKL5,2324
CDKN1A,45441
CDKN1B,17389
CDKN1C,3229
CDKN2A,23029
CDKN2AIP,7119
CDKN2AIPNL,3640
CDKN2B,18941
CDKN2C,5241
CDKN2D,3273
CDKN3,2150
CDNF,256
CDO1,256
CDON,2420
CDPF1,1103
CDR1,0
CDR2,4246
CDR2L,1209
CDRT1,990
CDRT15,0
CDRT15L2,0
CDRT4,275
CDS1,5651
CDS2,15436
CDSN,308
CDT1,4098
CDV3,38102
CDX1,305
CDX2,6
CDX4,1
CDY1,0
CDY1B,0
CDY2A,0
CDY2B,0
CDYL,6205
CDYL2,3561
CEACAM1,19357
CEACAM16,105
CEACAM18,0
CEACAM19,2305
CEACAM20,10
CEACAM21,1103
CEACAM3,270
CEACAM4,194
CEACAM5,35617
CEACAM6,14484
CEACAM7,3208
CEACAM8,49
CEBPA,8356
CEBPB,13243
CEBPD,34510
CEBPE,63
CEBPG,9485
CEBPZ,7992
CEBPZOS,4761
CECR2,194
CEL,18836
CELA1,6
CELA2A,0
CELA2B,6
CELA3A,0
CELA3B,5
CELF1,24706
CELF2,12184
CELF3,5
CELF4,187
CELF5,12
CELF6,4
CELSR1,28100
CELSR2,18264
CELSR3,6091
CEMIP,17353
CEMIP2,9205
CEMP1,33
CENATAC,4531
CEND1,71
CENPA,820
CENPB,27267
CENPC,5996
CENPE,3886
CENPF,12641
CENPH,4424
CENPI,1534
CENPJ,3365
CENPK,2972
CENPL,1443
CENPM,1468
CENPN,4240
CENPO,2797
CENPP,3208
CENPQ,999
CENPS,105
CENPS-CORT,7
CENPT,10795
CENPU,7529
CENPV,718
CENPVL1,0
CENPVL2,0
CENPVL3,0
CENPW,1854
CENPX,5869
CEP104,7118
CEP112,610
CEP120,6752
CEP126,588
CEP128,1633
CEP131,4629
CEP135,4045
CEP152,2179
CEP162,1500
CEP164,5815
CEP170,5142
CEP170B,23643
CEP19,769
CEP192,12693
CEP20,6780
CEP250,21411
CEP290,4829
CEP295,4087
CEP295NL,42
CEP350,14419
CEP41,1389
CEP43,1837
CEP44,3336
CEP55,2559
CEP57,5658
CEP57L1,1854
CEP63,1796
CEP68,6997
CEP70,2731
CEP72,1700
CEP76,2531
CEP78,5866
CEP83,2266
CEP85,5511
CEP85L,3212
CEP89,4216
CEP95,6256
CEP97,3030
CEPT1,8484
CER1,0
CERCAM,3320
CERK,13663
CERKL,67
CERS1,21
CERS2,15728
CERS3,8358
CERS4,11669
CERS5,6932
CERS6,12086
CERT1,11852
CES1,4145
CES2,24578
CES3,1526
CES4A,2188
CES5A,0
CETN1,0
CETN2,5142
CETN3,2684
CETP,184
CFAP100,40
CFAP126,21
CFAP157,323
CFAP161,53
CFAP20,3717
CFAP206,1
CFAP20DC,814
CFAP221,83
CFAP251,1240
CFAP298,1277
CFAP298-TCP10L,140
CFAP299,8
CFAP300,127
CFAP36,2761
CFAP410,4517
CFAP418,1728
CFAP43,47
CFAP44,2353
CFAP45,107
CFAP46,39
CFAP47,193
CFAP52,30
CFAP53,198
CFAP54,635
CFAP57,310
CFAP58,34
CFAP61,116
CFAP65,36
CFAP69,548
CFAP70,875
CFAP73,152
CFAP74,45
CFAP77,29
CFAP91,241
CFAP92,108
CFAP97,7116
CFAP97D1,0
CFAP97D2,1
CFAP99,84
CFB,612
CFC1,0
CFC1B,0
CFD,11054
CFDP1,3750
CFH,24649
CFHR1,313
CFHR2,0
CFHR3,161
CFHR4,6
CFHR5,0
CFI,550
CFL1,132390
CFL2,2024
CFLAR,50610
CFP,363
CFTR,1212
CGA,0
CGAS,3167
CGB1,0
CGB2,3
CGB3,7
CGB5,4
CGB7,190
CGB8,0
CGGBP1,14944
CGN,3422
CGNL1,5766
CGREF1,122
CGRRF1,1261
CH25H,2130
CHAC1,1239
CHAC2,457
CHAD,61
CHADL,674
CHAF1A,7714
CHAF1B,3882
CHAMP1,5252
CHAT,65
CHCHD1,5099
CHCHD10,6145
CHCHD2,36066
CHCHD3,5108
CHCHD4,2355
CHCHD5,3169
CHCHD6,1970
CHCHD7,7296
CHD1,12007
CHD1L,117
CHD2,27753
CHD3,55185
CHD4,3561
CHD5,56
CHD6,21888
CHD7,7921
CHD8,22608
CHD9,14043
CHDH,1985
CHEK1,2285
CHEK2,2232
CHERP,12152
CHFR,11353
CHGA,7
CHGB,132
CHI3L1,33108
CHI3L2,5935
CHIA,19
CHIC1,1490
CHIC2,3724
CHID1,8198
CHIT1,7984
CHKA,2463
CHKB,361
CHKB-CPT1B,79
CHL1,3892
CHM,3587
CHML,2922
CHMP1A,21485
CHMP1B,20571
CHMP2A,20472
CHMP2B,7559
CHMP3,9759
CHMP4A,377
CHMP4B,33721
CHMP4C,3787
CHMP5,12765
CHMP6,4743
CHMP7,17811
CHN1,2761
CHN2,9
CHODL,253
CHORDC1,4961
CHP1,21314
CHP2,372
CHPF,8097
CHPF2,12566
CHPT1,3902
CHRAC1,9230
CHRD,709
CHRDL1,3809
CHRDL2,215
CHRFAM7A,129
CHRM1,7
CHRM2,1
CHRM3,347
CHRM4,66
CHRM5,13
CHRNA1,89
CHRNA10,287
CHRNA2,29
CHRNA3,92
CHRNA4,14
CHRNA5,299
CHRNA6,228
CHRNA7,650
CHRNA9,1
CHRNB1,1521
CHRNB2,103
CHRNB3,4
CHRNB4,102
CHRND,0
CHRNE,306
CHRNG,5
CHST1,588
CHST10,1777
CHST11,10241
CHST12,6543
CHST13,176
CHST14,4414
CHST15,7875
CHST2,6370
CHST3,6456
CHST4,171
CHST5,10
CHST6,289
CHST7,1001
CHST8,44
CHST9,381
CHSY1,7970
CHSY3,1144
CHTF18,9112
CHTF8,134
CHTOP,18625
CHUK,4543
CHURC1,6146
CHURC1-FNTB,0
CIAO1,17471
CIAO2A,6292
CIAO2B,7050
CIAO3,9446
CIAPIN1,6018
CIART,1468
CIB1,19271
CIB2,1447
CIB3,5
CIB4,0
CIBAR1,1153
CIBAR2,116
CIC,47905
CIDEA,4
CIDEB,5622
CIDEC,16
CIITA,28243
CILK1,4501
CILP,2172
CILP2,195
CINP,5564
CIP2A,2211
CIPC,4027
CIR1,7459
CIRBP,59563
CISD1,4035
CISD2,4816
CISD3,3660
CISH,6044
CIT,7014
CITED1,9
CITED2,12958
CITED4,2855
CIZ1,22548
CKAP2,5922
CKAP2L,2820
CKAP4,20889
CKAP5,21604
CKB,18274
CKLF,291
CKLF-CMTM1,1
CKM,1933
CKMT1A,3479
CKMT1B,3834
CKMT2,126
CKS1B,6547
CKS2,4662
CLASP1,19437
CLASP2,7497
CLASRP,21277
CLBA1,2030
CLC,160
CLCA1,1
CLCA2,37426
CLCA4,22857
CLCC1,6754
CLCF1,731
CLCN1,69
CLCN2,1054
CLCN3,16229
CLCN4,1047
CLCN5,2377
CLCN6,5589
CLCN7,24845
CLCNKA,27
CLCNKB,14
CLDN1,47311
CLDN10,12646
CLDN11,854
CLDN12,2768
CLDN14,187
CLDN15,2385
CLDN16,162
CLDN17,177
CLDN18,140
CLDN19,43
CLDN2,0
CLDN20,6
CLDN22,55
CLDN23,1440
CLDN24,3
CLDN25,0
CLDN3,1087
CLDN34,3
CLDN4,48742
CLDN5,3744
CLDN6,17
CLDN7,22478
CLDN8,183
CLDN9,18
CLDND1,13511
CLDND2,475
CLEC10A,4082
CLEC11A,1726
CLEC12A,980
CLEC12B,37
CLEC14A,3512
CLEC16A,7383
CLEC17A,1619
CLEC18A,164
CLEC18B,95
CLEC18C,51
CLEC19A,4
CLEC1A,801
CLEC1B,1
CLEC20A,18
CLEC2A,4
CLEC2B,4974
CLEC2D,8883
CLEC2L,423
CLEC3A,0
CLEC3B,1788
CLEC4A,65
CLEC4C,102
CLEC4D,329
CLEC4E,1781
CLEC4F,174
CLEC4G,0
CLEC4M,49
CLEC5A,996
CLEC6A,121
CLEC7A,13728
CLEC9A,368
CLGN,1751
CLHC1,347
CLIC1,46537
